region_id;country_id;title_ru;title_ua;title_be;title_en;title_es;title_pt;title_de;title_fr;title_it;title_pl;title_ja;title_lt;title_lv;title_cz
"5422664";"12";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads";"Saldus novads"
"5422667";"12";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads";"Skrīveru novads"
"5422668";"12";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads";"Skrundas novads"
"5422672";"12";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads";"Talsu novads"
"5422673";"12";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads";"Tukuma novads"
"5422639";"12";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads";"Līgatnes novads"
"5422642";"12";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads";"Ludzas novads"
"5422643";"12";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads";"Madonas novads"
"5422548";"12";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads";"Aglonas novads"
"5422603";"12";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads";"Aknīstes novads"
"5422605";"12";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads";"Alsungas novads"
"5422606";"12";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads";"Alūksnes novads"
"5422608";"12";"Auces novads";"Auces novads";"Auces novads";"Auces novads";"Auces novads";"Auces novads";"Auces novads";"Auces novads";"Auces novads";"Auces novads";"Auces novads";"Auces novads";"Auces novads";"Auces novads"
"5422619";"12";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads";"Daugavpils novads"
"5422620";"12";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads";"Dobeles novads"
"5422625";"12";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads";"Gulbenes novads"
"2601050";"12";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads";"Iecavas novads"
"5422630";"12";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads";"Jēkabpils novads"
"5422631";"12";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads";"Jelgavas novads"
"5422637";"12";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads";"Kuldīgas novads"
"2605512";"12";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads";"Lielvārdes novads"
"5422650";"12";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads";"Olaines novads"
"5422651";"12";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads";"Pārgaujas novads"
"5422656";"12";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads";"Rēzeknes novads"
"2607704";"12";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads";"Ropažu novads"
"5422658";"12";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads";"Rucavas novads"
"5422674";"12";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads";"Vaiņodes novads"
"5422677";"12";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads";"Vecpiebalgas novads"
"5422617";"12";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads";"Cesvaines novads"
"2605649";"12";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads";"Līvānu novads"
"2607752";"12";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads";"Siguldas novads"
"5422669";"12";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads";"Smiltenes novads"
"4046689";"108";"Lofa County";"Lofa County";"Lofa County";"Lofa County";"Lofa County";"Lofa County";"Lofa County";"Lofa County";"Lofa County";"Lofa County";"Lofa County";"Lofa County";"Lofa County";"Lofa County"
"2605461";"12";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads";"Ikšķiles novads"
"5422665";"12";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads";"Saulkrastu novads"
"5422671";"12";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads";"Strenču novads"
"2606274";"12";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads";"Vārkavas novads"
"5422682";"12";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads";"Viļānu novads"
"5422610";"12";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads";"Baldones novads"
"5422611";"12";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads";"Baltinavas novads"
"5422614";"12";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads";"Beverīnas novads"
"2607602";"12";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads";"Carnikavas novads"
"5422621";"12";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads";"Dundagas novads"
"5422622";"12";"Engures novads";"Engures novads";"Engures novads";"Engures novads";"Engures novads";"Engures novads";"Engures novads";"Engures novads";"Engures novads";"Engures novads";"Engures novads";"Engures novads";"Engures novads";"Engures novads"
"2601459";"12";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads";"Ilūkstes novads"
"5422632";"12";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads";"Kārsavas novads"
"2602867";"12";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads";"Krāslavas novads"
"5422636";"12";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads";"Krustpils novads"
"5422565";"12";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads";"Neretas novads"
"5422653";"12";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads";"Priekules novads"
"5422654";"12";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads";"Priekuļu novads"
"5422662";"12";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads";"Salacgrīvas novads"
"4046210";"108";"Nimba County";"Nimba County";"Nimba County";"Nimba County";"Nimba County";"Nimba County";"Nimba County";"Nimba County";"Nimba County";"Nimba County";"Nimba County";"Nimba County";"Nimba County";"Nimba County"
"5422615";"12";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads";"Burtnieku novads"
"2605476";"12";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads";"Ķeguma novads"
"5422652";"12";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads";"Pļaviņu novads"
"5422666";"12";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads";"Sējas novads"
"5422609";"12";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads";"Babītes novads"
"5422628";"12";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads";"Jaunpiebalgas novads"
"5422644";"12";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads";"Mālpils novads"
"5422648";"12";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads";"Naukšēnu novads"
"2607722";"12";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads";"Salaspils novads"
"5422670";"12";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads";"Stopiņu novads"
"3335731";"107";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District";"Qacha's Nek District"
"3335812";"107";"Maseru District";"Maseru District";"Maseru District";"Maseru District";"Maseru District";"Maseru District";"Maseru District";"Maseru District";"Maseru District";"Maseru District";"Maseru District";"Maseru District";"Maseru District";"Maseru District"
"5422601";"12";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads";"Aizkraukles novads"
"2607616";"12";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads";"Garkalnes novads"
"5422624";"12";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads";"Grobiņas novads"
"5422634";"12";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads";"Kokneses novads"
"5422645";"12";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads";"Mārupes novads"
"5422646";"12";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads";"Mazsalacas novads"
"5422647";"12";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads";"Mērsraga novads"
"2605524";"12";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads";"Ogres novads"
"2602727";"12";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads";"Ozolnieku novads"
"2604057";"12";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads";"Pāvilostas novads"
"2605882";"12";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads";"Riebiņu novads"
"2602114";"12";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads";"Tērvetes novads"
"5422676";"12";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads";"Varakļānu novads"
"5422678";"12";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads";"Vecumnieku novads"
"3335795";"107";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District";"Mohale's Hoek District"
"3335784";"107";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District";"Mokhotlong District"
"3335725";"107";"Quthing District";"Quthing District";"Quthing District";"Quthing District";"Quthing District";"Quthing District";"Quthing District";"Quthing District";"Quthing District";"Quthing District";"Quthing District";"Quthing District";"Quthing District";"Quthing District"
"3335676";"107";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District";"Thaba-Tseka District"
"3335922";"107";"Berea District";"Berea District";"Berea District";"Berea District";"Berea District";"Berea District";"Berea District";"Berea District";"Berea District";"Berea District";"Berea District";"Berea District";"Berea District";"Berea District"
"3335913";"107";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District";"Butha-Buthe District"
"3335859";"107";"Leribe District";"Leribe District";"Leribe District";"Leribe District";"Leribe District";"Leribe District";"Leribe District";"Leribe District";"Leribe District";"Leribe District";"Leribe District";"Leribe District";"Leribe District";"Leribe District"
"3335839";"107";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District";"Mafeteng District"
"4049028";"108";"Bong County";"Bong County";"Bong County";"Bong County";"Bong County";"Bong County";"Bong County";"Bong County";"Bong County";"Bong County";"Bong County";"Bong County";"Bong County";"Bong County"
"5133577";"109";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr";"Mohafazat Aakâr"
"4049058";"108";"Bomi County";"Bomi County";"Bomi County";"Bomi County";"Bomi County";"Bomi County";"Bomi County";"Bomi County";"Bomi County";"Bomi County";"Bomi County";"Bomi County";"Bomi County";"Bomi County"
"4215489";"108";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County";"Gbarpolu County"
"4047749";"108";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County";"Grand Bassa County"
"4047748";"108";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County";"Grand Cape Mount County"
"3135210";"109";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord";"Mohafazat Liban-Nord"
"3135699";"109";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud";"Mohafazat Liban-Sud"
